Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
Andorra,Europe,c,2014,F,1,1,4,4,4,12,4,4,3,4,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,4,15,57,96
Angola,SSA,c,2014,NF,6,5,0,2,2,4,2,1,1,2,6,1,0,0,1,0,0,11,1,2,2,2,7,1,2,1,4,1,1,1,1,4,1,1,1,0,3,18,29
Antigua and Barbuda,Americas,c,2014,F,2,2,4,4,3,11,3,4,3,3,13,3,2,2,7,0,0,31,2,4,4,4,14,3,3,3,9,3,3,4,3,13,4,3,3,3,13,49,80
Argentina,Americas,c,2014,F,2,2,4,4,3,11,4,3,4,3,14,3,1,2,6,0,0,31,2,4,4,4,14,4,4,3,11,2,3,3,3,11,3,3,4,3,13,49,80
Armenia,Eurasia,c,2014,PF,5,4,1,2,2,5,2,1,1,2,6,1,1,1,3,0,0,14,1,2,2,3,8,2,2,2,6,1,1,2,2,6,3,2,2,2,9,29,43
Australia,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
Austria,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Azerbaijan,Eurasia,c,2014,NF,6,6,0,0,1,1,1,0,1,1,3,1,1,0,2,0,0,6,0,1,1,2,4,0,1,1,2,1,1,1,1,4,2,1,2,1,6,16,22
Bahamas,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Bahrain,MENA,c,2014,NF,6,6,0,2,1,3,1,1,0,0,2,1,2,0,3,2,0,6,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,16
Bangladesh,Asia,c,2014,PF,3,4,3,3,3,9,3,2,2,3,10,2,1,2,5,0,0,24,2,2,2,2,8,2,2,2,6,2,1,2,1,6,3,2,2,2,9,29,53
Barbados,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99
Belarus,Eurasia,c,2014,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,4,1,1,0,1,3,0,1,0,1,0,1,0,0,1,1,1,2,1,5,10,14
Belgium,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
Belize,Americas,c,2014,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,0,36,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,87
Benin,SSA,c,2014,F,2,2,3,3,2,8,4,4,4,4,16,3,2,3,8,0,0,32,3,4,4,4,15,3,4,4,11,3,3,3,3,12,3,3,2,2,10,48,80
Bhutan,Asia,c,2014,PF,3,4,3,4,3,10,3,4,2,1,10,3,3,3,9,1,0,28,2,2,2,3,9,2,1,1,4,3,1,1,1,6,2,2,2,2,8,27,55
Bolivia,Americas,c,2014,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0,29,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,2,2,9,38,67
Bosnia and Herzegovina,Europe,c,2014,PF,3,3,3,3,2,8,3,3,2,2,10,2,2,2,6,0,0,24,2,3,2,3,10,3,2,2,7,3,2,3,2,10,3,2,3,2,10,37,61
Botswana,SSA,c,2014,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0,28,3,4,3,3,13,4,4,2,10,3,3,3,3,12,3,3,2,3,11,46,74
Brazil,Americas,c,2014,F,2,2,4,3,4,11,4,4,3,3,14,3,2,3,8,0,0,33,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,81
Brunei,Asia,c,2014,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,2,2,8,23,30
Bulgaria,Europe,c,2014,F,2,2,4,3,3,10,4,4,3,3,14,4,2,1,7,0,0,31,3,3,4,4,14,4,4,3,11,3,2,3,3,11,4,2,3,2,11,47,78
Burkina Faso,SSA,c,2014,PF,5,3,1,2,2,5,2,1,2,3,8,1,1,2,4,0,0,17,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,53
Burundi,SSA,c,2014,PF,5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34
Cabo Verde,SSA,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,4,4,4,15,4,4,3,11,4,3,4,3,14,4,3,3,3,13,53,90
Cambodia,Asia,c,2014,NF,6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,0,10,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,30
Cameroon,SSA,c,2014,NF,6,6,1,1,1,3,1,0,1,1,3,1,1,0,2,0,0,8,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,24
Canada,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98
Central African Republic,SSA,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,6,6
Chad,SSA,c,2014,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0,5,1,1,3,2,7,1,1,2,4,0,1,1,0,2,1,1,0,1,3,16,21
Chile,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,3,4,4,11,4,4,3,3,14,4,4,4,3,15,56,95
China,Asia,c,2014,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,2,1,0,1,2,4,1,1,1,3,1,1,0,0,2,1,1,2,2,6,15,17
Colombia,Americas,c,2014,PF,3,4,4,3,3,10,3,3,2,3,11,3,2,2,7,0,0,28,2,4,3,3,12,2,2,1,5,3,1,1,2,7,3,2,3,2,10,34,62
Comoros,SSA,c,2014,PF,3,4,3,3,3,9,3,3,3,2,11,3,1,1,5,0,0,25,2,2,3,3,10,2,2,2,6,2,2,2,2,8,2,2,1,1,6,30,55
Congo (Brazzaville),SSA,c,2014,NF,6,5,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0,7,1,3,2,2,8,1,2,3,6,0,1,1,0,2,2,2,2,1,7,23,30
Congo (Kinshasa),SSA,c,2014,NF,6,6,1,1,1,3,1,1,1,1,4,1,0,1,2,0,0,9,1,3,1,2,7,1,1,1,3,0,0,0,0,0,1,0,0,0,1,11,20
Costa Rica,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90
Cote d'Ivoire,SSA,c,2014,PF,5,4,2,2,2,6,2,2,1,2,7,2,1,1,4,0,0,17,2,2,3,3,10,2,3,2,7,1,1,1,2,5,2,2,1,1,6,28,45
Croatia,Europe,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,2,3,9,0,0,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,86
Cuba,Americas,c,2014,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,3,0,0,0,0,0,1,0,1,2,1,1,3,1,6,11,12
Cyprus,Europe,c,2014,F,1,1,4,4,3,11,4,4,4,4,16,3,3,4,10,0,0,37,4,4,3,4,15,3,4,4,11,4,4,4,3,15,3,4,4,3,14,55,92
Czech Republic,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,3,3,4,10,0,0,37,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,3,15,57,94
Denmark,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
Djibouti,SSA,c,2014,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,2,2,2,7,0,1,2,3,0,2,1,1,4,2,2,1,1,6,20,29
Dominica,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
Dominican Republic,Americas,c,2014,F,2,3,4,3,3,10,4,3,3,1,11,4,2,3,9,0,0,30,3,4,4,4,15,3,4,3,10,3,2,2,1,8,3,3,2,2,10,43,73
Ecuador,Americas,c,2014,PF,3,3,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0,24,1,4,4,4,13,2,2,3,7,1,1,2,2,6,3,2,3,2,10,36,60
Egypt,MENA,c,2014,NF,6,5,0,0,1,1,2,1,1,2,6,0,1,1,2,0,0,9,1,1,1,3,6,1,1,2,4,2,0,1,1,4,3,2,2,1,8,22,31
El Salvador,Americas,c,2014,F,2,3,4,4,4,12,4,4,3,3,14,3,3,3,9,0,0,35,3,4,4,4,15,3,3,2,8,3,2,2,2,9,4,2,2,2,10,42,77
Equatorial Guinea,SSA,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
Eritrea,SSA,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
Estonia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,95
Eswatini,SSA,c,2014,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,2,2,8,0,1,1,2,2,1,1,1,5,1,1,1,1,4,19,20
Ethiopia,SSA,c,2014,NF,6,6,0,0,1,1,0,0,1,1,2,1,2,1,4,0,0,7,0,2,1,0,3,0,0,0,0,1,1,0,1,3,2,1,1,1,5,11,18
Fiji,Asia,c,2014,PF,6,4,0,0,0,0,1,1,1,2,5,0,2,0,2,0,0,7,2,3,3,3,11,1,1,1,3,2,1,1,2,6,3,3,2,2,10,30,37
Finland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
France,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,95
Gabon,SSA,c,2014,NF,6,5,0,1,1,2,1,1,1,1,4,1,1,1,3,0,0,9,1,3,3,3,10,1,1,2,4,1,2,2,1,6,2,1,1,1,5,25,34
Gaza Strip,MENA,t,2014,NF,7,6,0,0,2,2,1,0,0,1,2,0,1,0,1,0,0,5,1,0,1,2,4,1,1,1,3,0,0,0,0,0,1,1,1,0,3,10,15
Georgia,Eurasia,c,2014,PF,3,3,3,3,2,8,3,3,2,2,10,3,2,2,7,0,0,25,2,2,4,4,12,3,3,2,8,2,2,2,2,8,3,2,3,2,10,38,63
Germany,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Ghana,SSA,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,3,4,4,14,4,4,3,11,3,3,3,3,12,3,3,2,2,10,47,84
Greece,Europe,c,2014,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0,35,3,3,4,4,14,3,4,4,11,3,3,2,2,10,4,3,3,3,13,48,83
Grenada,Americas,c,2014,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
Guatemala,Americas,c,2014,PF,3,4,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0,24,2,4,3,3,12,2,2,2,6,2,2,1,1,6,3,2,2,1,8,32,56
Guinea,SSA,c,2014,PF,5,5,3,1,2,6,2,2,2,2,8,1,1,1,3,0,0,17,1,3,2,3,9,1,3,2,6,1,1,1,1,4,1,2,1,1,5,24,41
Guinea-Bissau,SSA,c,2014,NF,6,5,0,1,2,3,2,1,0,2,5,1,0,0,1,0,0,9,1,3,3,3,10,1,2,2,5,1,0,0,2,3,2,1,1,1,5,23,32
Guyana,Americas,c,2014,F,2,3,4,4,3,11,4,4,3,2,13,4,1,2,7,0,0,31,3,4,4,4,15,3,4,3,10,2,2,1,2,7,3,2,2,2,9,41,72
Haiti,Americas,c,2014,PF,4,5,2,1,1,4,3,1,2,3,9,2,1,2,5,0,0,18,2,3,2,3,10,2,1,2,5,1,1,1,1,4,2,2,2,0,6,25,43
Honduras,Americas,c,2014,PF,4,4,2,3,2,7,3,3,1,2,9,1,2,1,4,0,0,20,1,4,3,3,11,2,2,2,6,1,1,1,2,5,3,2,2,2,9,31,51
Hong Kong,Asia,t,2014,PF,5,2,0,2,1,3,2,1,1,3,7,1,3,2,6,0,0,16,3,4,3,4,14,3,4,2,9,3,4,4,4,15,3,3,4,3,13,51,67
Hungary,Europe,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,2,9,0,0,36,3,4,4,4,15,4,4,4,12,2,3,3,3,11,4,4,3,3,14,52,88
Iceland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
India,Asia,c,2014,F,2,3,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0,34,3,3,3,4,13,4,4,3,11,3,2,2,2,9,3,3,2,2,10,43,77
Indian Kashmir,Asia,t,2014,PF,4,4,3,3,2,8,2,3,2,1,8,2,1,1,4,0,0,20,2,2,2,3,9,2,2,2,6,1,2,2,1,6,2,2,2,2,8,29,49
Indonesia,Asia,c,2014,PF,2,4,4,4,3,11,4,4,3,2,13,3,1,2,6,0,0,30,3,1,4,4,12,2,3,3,8,2,1,1,1,5,3,2,2,2,9,34,64
Iran,MENA,c,2014,NF,6,6,1,1,1,3,0,1,0,1,2,1,0,1,2,0,0,7,0,0,1,1,2,0,0,1,1,1,1,0,1,3,1,1,1,1,4,10,17
Iraq,MENA,c,2014,NF,5,6,2,2,3,7,2,2,0,1,5,1,0,0,1,1,0,12,1,1,1,2,5,1,2,1,4,0,0,0,0,0,1,1,1,1,4,13,25
Ireland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,97
Israel,MENA,c,2014,F,1,2,4,4,4,12,3,4,4,3,14,4,3,3,10,0,0,36,2,3,3,4,12,4,3,4,11,4,3,2,2,11,3,3,3,2,11,45,81
Italy,Europe,c,2014,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,0,37,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,4,3,14,53,90
Jamaica,Americas,c,2014,F,2,3,4,4,4,12,4,4,2,3,13,4,3,2,9,0,0,34,4,4,4,3,15,3,3,3,9,2,2,1,1,6,3,2,2,3,10,40,74
Japan,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,4,3,4,14,4,4,3,11,4,4,4,3,15,4,3,3,3,13,53,90
Jordan,MENA,c,2014,NF,6,5,0,1,1,2,2,1,1,2,6,0,2,1,3,0,0,11,1,2,2,2,7,1,1,1,3,2,1,1,2,6,2,2,2,2,8,24,35
Kazakhstan,Eurasia,c,2014,NF,6,5,1,0,1,2,1,0,1,1,3,0,1,0,1,0,0,6,0,1,2,1,4,1,1,1,3,1,1,1,1,4,2,2,2,2,8,19,25
Kenya,SSA,c,2014,PF,4,4,2,3,2,7,3,3,2,2,10,2,1,2,5,0,0,22,2,2,4,3,11,3,2,2,7,2,1,1,2,6,2,1,2,2,7,31,53
Kiribati,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,2,2,8,0,0,36,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,3,3,3,13,55,91
Kosovo,Europe,c,2014,PF,5,4,2,2,2,6,3,2,2,2,9,1,1,1,3,1,0,17,2,2,2,2,8,2,2,2,6,1,1,1,2,5,2,1,2,2,7,26,43
Kuwait,MENA,c,2014,PF,5,5,0,1,1,2,2,2,3,2,9,2,1,2,5,0,0,16,1,2,2,1,6,1,2,1,4,1,2,2,2,7,2,1,2,1,6,23,39
Kyrgyzstan,Eurasia,c,2014,PF,5,5,2,2,2,6,2,2,1,1,6,1,1,2,4,2,0,14,2,1,3,3,9,2,1,2,5,1,1,1,1,4,2,2,2,1,7,25,39
Laos,Asia,c,2014,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,5,11,12
Latvia,Europe,c,2014,F,2,2,4,4,4,12,4,4,3,3,14,3,2,2,7,0,0,33,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,3,2,12,51,84
Lebanon,MENA,c,2014,PF,5,4,1,1,2,4,3,3,1,2,9,1,1,1,3,0,0,16,2,3,3,3,11,2,3,2,7,1,2,1,1,5,3,2,2,2,9,32,48
Lesotho,SSA,c,2014,F,2,3,3,4,3,10,4,3,3,3,13,3,2,3,8,0,0,31,2,4,4,4,14,2,3,2,7,3,3,3,2,11,3,2,2,2,9,41,72
Liberia,SSA,c,2014,PF,3,4,3,3,3,9,3,3,2,3,11,2,2,2,6,0,0,26,2,2,3,3,10,3,3,2,8,2,1,2,2,7,2,2,2,2,8,33,59
Libya,MENA,c,2014,PF,4,5,3,3,3,9,3,3,1,2,9,1,0,2,3,0,0,21,2,1,2,3,8,2,3,0,5,1,0,0,0,1,1,2,2,1,6,20,41
Liechtenstein,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98
Lithuania,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90
Luxembourg,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,99
Madagascar,SSA,c,2014,PF,5,4,2,2,2,6,2,2,2,2,8,0,1,0,1,0,0,15,1,2,3,3,9,1,3,3,7,1,1,1,2,5,3,1,1,2,7,28,43
Malawi,SSA,c,2014,PF,3,4,3,3,2,8,3,2,3,3,11,3,2,2,7,0,0,26,2,3,3,3,11,2,2,3,7,3,2,2,2,9,2,2,1,2,7,34,60
Malaysia,Asia,c,2014,PF,4,4,2,2,2,6,2,2,2,1,7,2,2,2,6,0,0,19,2,1,2,3,8,2,2,2,6,1,2,1,1,5,3,3,2,1,9,28,47
Maldives,Asia,c,2014,PF,4,4,2,3,2,7,2,3,1,1,7,2,2,1,5,0,0,19,2,1,2,2,7,2,3,2,7,1,2,2,2,7,2,2,2,2,8,29,48
Mali,SSA,c,2014,PF,5,4,2,2,2,6,2,2,1,2,7,1,2,1,4,0,0,17,2,3,3,3,11,2,2,2,6,2,2,1,1,6,1,1,1,1,4,27,44
Malta,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,97
Marshall Islands,Asia,c,2014,F,1,1,4,3,4,11,3,4,4,4,15,4,3,3,10,0,0,36,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,91
Mauritania,SSA,c,2014,NF,6,5,1,1,1,3,1,1,0,1,3,1,2,2,5,0,0,11,2,2,3,3,10,1,1,2,4,1,1,1,1,4,2,2,1,0,5,23,34
Mauritius,SSA,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,3,4,4,4,15,4,4,4,12,3,4,3,3,13,4,3,3,2,12,52,90
Mexico,Americas,c,2014,PF,3,3,3,3,3,9,3,4,2,3,12,2,2,3,7,0,0,28,2,4,4,3,13,3,3,2,8,2,1,1,2,6,3,2,3,2,10,37,65
Micronesia,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,4,3,3,14,56,93
Moldova,Eurasia,c,2014,PF,3,3,4,4,3,11,4,3,2,3,12,4,1,1,6,0,0,29,2,3,3,3,11,3,3,2,8,2,1,2,2,7,3,2,2,2,9,35,64
Monaco,Europe,c,2014,F,2,1,2,4,4,10,3,3,2,3,11,3,4,3,10,0,0,31,4,4,4,4,16,4,4,4,12,3,4,4,4,15,4,3,3,4,14,57,88
Mongolia,Asia,c,2014,F,1,2,4,4,3,11,4,4,4,4,16,4,2,3,9,0,0,36,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,2,12,50,86
Montenegro,Europe,c,2014,F,3,2,3,3,3,9,3,2,3,3,11,3,2,2,7,0,0,27,3,3,3,4,13,4,3,3,10,2,2,3,3,10,3,3,3,3,12,45,72
Morocco,MENA,c,2014,PF,5,4,1,2,2,5,2,2,1,2,7,1,1,1,3,0,0,15,1,2,2,3,8,2,2,2,6,1,2,2,1,6,2,2,2,1,7,27,42
Mozambique,SSA,c,2014,PF,4,3,2,2,2,6,2,2,3,3,10,3,2,2,7,0,0,23,3,4,2,3,12,2,3,2,7,2,2,1,2,7,3,2,2,2,9,35,58
Myanmar,Asia,c,2014,NF,6,5,0,2,1,3,2,2,1,1,6,2,0,1,3,3,0,9,2,1,1,3,7,1,2,1,4,0,1,0,0,1,2,1,1,1,5,17,26
Nagorno-Karabakh,Eurasia,t,2014,PF,5,5,2,1,1,4,2,1,1,1,5,1,1,1,3,0,0,12,1,1,1,3,6,1,1,1,3,1,1,2,1,5,1,1,2,1,5,19,31
Namibia,SSA,c,2014,F,2,2,4,3,3,10,3,2,3,3,11,3,3,3,9,0,0,30,3,4,4,3,14,4,4,4,12,3,3,3,2,11,3,2,2,2,9,46,76
Nauru,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,3,11,4,4,3,3,14,4,4,3,3,14,54,92
Nepal,Asia,c,2014,PF,4,4,3,3,2,8,3,3,2,3,11,2,1,1,4,0,0,23,2,2,2,3,9,2,2,2,6,2,1,1,1,5,2,2,2,1,7,27,50
Netherlands,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
New Zealand,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
Nicaragua,Americas,c,2014,PF,4,3,2,2,2,6,2,1,1,3,7,2,2,2,6,0,0,19,2,4,3,3,12,2,2,2,6,1,2,2,2,7,3,3,2,2,10,35,54
Niger,SSA,c,2014,PF,3,4,3,3,3,9,3,3,2,2,10,3,2,2,7,0,0,26,2,3,3,3,11,3,2,3,8,1,2,1,1,5,2,2,1,1,6,30,56
Nigeria,SSA,c,2014,PF,4,4,2,2,2,6,3,2,2,2,9,2,1,2,5,0,0,20,2,1,3,3,9,2,2,3,7,2,1,0,1,4,1,2,2,1,6,26,46
North Korea,Asia,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3
North Macedonia,Europe,c,2014,PF,3,3,3,2,3,8,3,3,2,3,11,3,2,2,7,0,0,26,2,3,3,3,11,3,3,2,8,2,2,2,2,8,3,3,3,2,11,38,64
Northern Cyprus,Europe,t,2014,F,2,2,4,4,3,11,4,4,2,2,12,3,3,3,9,0,0,32,3,3,4,4,14,3,3,3,9,3,3,3,3,12,3,3,3,3,12,47,79
Norway,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
Oman,MENA,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,0,2,0,3,9,1,2,1,1,5,0,1,2,3,0,1,2,1,4,1,2,1,1,5,17,26
Pakistan,Asia,c,2014,PF,4,5,3,2,2,7,3,3,1,2,9,2,1,2,5,0,0,21,1,1,1,2,5,2,2,2,6,2,1,0,1,4,2,2,1,1,6,21,42
Pakistani Kashmir,Asia,t,2014,NF,6,5,0,2,1,3,1,1,1,1,4,1,1,1,3,2,0,8,1,1,2,2,6,2,1,2,5,1,1,1,1,4,2,2,1,1,6,21,29
Palau,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
Panama,Americas,c,2014,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,0,35,3,4,4,4,15,4,4,3,11,2,2,3,2,9,4,3,3,2,12,47,82
Papua New Guinea,Asia,c,2014,PF,3,3,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0,24,3,3,3,3,12,3,3,3,9,2,1,2,2,7,3,1,2,2,8,36,60
Paraguay,Americas,c,2014,PF,3,3,3,4,3,10,3,4,3,2,12,1,1,2,4,0,0,26,2,4,3,3,12,3,3,2,8,1,1,1,2,5,3,2,3,2,10,35,61
Peru,Americas,c,2014,F,2,3,3,4,3,10,4,4,3,2,13,3,2,2,7,0,0,30,3,4,4,4,15,3,3,2,8,2,2,2,2,8,3,3,2,2,10,41,71
Philippines,Asia,c,2014,PF,3,3,3,3,3,9,2,3,2,3,10,3,2,2,7,0,0,26,2,4,4,4,14,3,2,3,8,2,1,1,1,5,3,2,3,2,10,37,63
Poland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,3,3,4,3,13,4,4,3,3,14,55,93
Portugal,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,3,4,15,4,4,4,3,15,58,97
Puerto Rico,Americas,t,2014,F,1,2,4,4,4,12,4,4,3,4,15,3,3,4,10,0,0,37,4,4,4,4,16,3,4,3,10,3,4,2,3,12,4,4,3,3,14,52,89
Qatar,MENA,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,3,10,2,2,2,2,8,1,0,1,2,1,1,2,0,4,1,1,1,1,4,18,28
Romania,Europe,c,2014,F,2,2,4,4,4,12,4,4,3,3,14,4,3,2,9,0,0,35,3,3,4,4,14,4,4,3,11,3,3,3,3,12,4,2,3,3,12,49,84
