C.,S.,C. & S.,Basic data and indicators,...5,...6,...7,...8,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,...37
500,1.1,500-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,19.3,9,6.1,9.4,13,14.3,15.6,15,13.6,15.2,13.1,9.5,8.6999999999999993,8.4,7.3,7.7,7.4,9.9049999999999994,8.6999999999999993,10.7,13.3,13.6,17.5,14.6,..,NA
500,1.2,500-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,17.7,8.6999999999999993,5.0999999999999996,7.5,9.8000000000000007,10.3,9.8000000000000007,9.8000000000000007,8.4,10.1,9.6999999999999993,8,7.7,7.4,6.3,6,5.4,7.31,7.2,8.8000000000000007,8.9,8.8000000000000007,8.8000000000000007,8.8000000000000007,..,NA
500,1.3,500-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,1.6,0.3,1,1.9,3.2,4,5.8,5.2,5.2,5.0999999999999996,3.4,1.5,1,1,1,1.7,2,2.5950000000000002,1.5,1.9,4.3,4.8,8.6999999999999993,5.8,..,NA
500,1.4,500-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,0.3,..,0.8,0.4,0.3,0.1,0.3,0.3,0.2,0.9,1.1000000000000001,0.8,0.4,0.2,2.6,3.6,7.1,4.3,..,NA
504,0,504-0,MOROCCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad.
504,1.1,504-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,2752,2856,3203,3267,4088,4458,4596,4709,5021,5732,6077,6777,7701,8209,8661,9752,9784,9830,10349,10507,10542,10677,11540,12489,..,NA
504,1.2,504-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,2602,2693,3072,3095,3817,4278,4380,4453,4761,5477,5843,6558,7408,7879,8341,9288,9342,9375,10046,10283,10177,10332,11349,12289,..,NA
504,1.3,504-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,150,163,131,172,271,180,216,255,260,256,233,218,293,330,319,464,442,455,303,224,365,345,191,200,..,NA
504,1.4,504-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,150,163,131,172,271,180,216,255,260,256,233,218,293,330,319,464,442,455,303,224,365,345,191,200,..,NA
508,0,508-0,MOZAMBIQUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used."
508,1.1,508-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,404,943,726,711,954,1095,1259,1439,1711,1836,2013,2206,1970,1751,1634,1715,1514,2870,2033,NA
508,1.2,508-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,..,..,..,..,..,..,323,541,441,470,578,664,771,1193,1461,1718,1902,2113,1886,1661,1552,1639,1447,2743,2019,NA
508,1.3,508-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,81,402,285,241,376,431,488,246,250,118,111,93,83.3,90,82,76,67,127,14,NA
508,1.4,508-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
104,0,104-0,MYANMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 2016: change in the methodology.
104,1.1,104-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
104,1.2,104-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,194,490,491,478,435,416,475,487,597,657,660,630,716,731,763,792,816,1059,2044,3081,4681,2907,3443,3551,4364,NA
104,1.3,104-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
104,1.4,104-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
516,0,516-0,NAMIBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,1.1,516-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,421,560,610,681,694,759,700,799,739,986,856,961,1048,1079,1100,1114,1163,1245,1327,1429,1488,1551,1581,1639,1651,NA
516,1.2,516-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,272,461,502,614,635,656,670,757,695,716,778,833,929,931,980,984,1027,1079,1176,1320,1388,1469,1499,1557,1596,NA
516,1.3,516-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,149,99,108,67,59,103,30,42,44,..,78,127,119,148,120,130,136,166,151,109,100,82,82,82,55,NA
516,1.4,516-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
520,0,520-0,NAURU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,1.1,520-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
520,1.2,520-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
520,1.3,520-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
520,1.4,520-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
524,0,524-0,NEPAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including arrivals from India.
524,1.1,524-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
524,1.2,524-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,363,394,422,464,492,464,361,275,338,385,375,384,527,500,510,603,736,803,798,790,539,753,940,1173,1197,NA
524,1.3,524-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
524,1.4,524-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
528,0,528-0,NETHERLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,1.1,528-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
528,1.2,528-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TCE,6574,6580,7841,9312,9874,10003,9500,9595,9181,9646,10012,10739,11008,10104,9921,10883,11300,11680,12783,13925,15007,15828,17924,18780,..,NA
528,1.3,528-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
528,1.4,528-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
540,0,540-0,NEW CALEDONIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad.
540,1.1,540-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,122,138,139,127,151,161,152,158,166,177,182,219,227,256,230,282,348,390,494,529,558,625,626,576,474,NA
540,1.2,540-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,86,91,105,104,100,110,101,104,102,100,101,100,103,104,99,99,112,112,108,107,114,116,121,120,130,NA
540,1.3,540-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,36,47,34,23,51,51,51,54,64,77,81,119,124,152,131,183,236,278,386,422,444,509,505,456,344,NA
540,1.4,540-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,34,46,32,21,49,49,51,54,64,77,81,119,124,152,131,183,236,278,386,422,444,509,505,456,344,NA
554,0,554-0,NEW ZEALAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ International Travel and Migration, SNZ."
554,1.1,554-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,VF,1409,1529,1497,1485,1607,1787,1909,2045,2104,2334,2366,2409,2455,2483,2473,2530,2617,2574,2710,2854,3129,3494,3723,3858,3888,NA
554,1.2,554-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,..,..,..,1475,1596,1780,1900,2026,2086,2325,2353,2390,2434,2371,2373,2435,2511,2473,2629,2772,3039,3370,3555,3686,..,NA
554,1.3,554-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,10,11,7,9,19,18,9,13,19,21,112,100,95,105,101,81,82,90,124,168,172,..,NA
554,1.4,554-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,10,11,7,9,19,18,9,13,19,21,36,26,19,22,19,35,33,28,30,42,44,55.9,NA
558,0,558-0,NICARAGUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ From 2005 including nationals residing abroad.
558,1.1,558-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,341,388,453,483,530,581,584,579,646,735,804,891,978,1011,1010,1071,1122,1233,1273,1390,1456,1596,1958,1412,1455,NA
558,1.2,558-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,281,303,358,406,468,486,483,472,526,615,712,749,800,858,932,1011,1060,1180,1229,1330,1386,1504,1787,1256,1295,NA
558,1.3,558-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,58,84,95,77,62,96,100,107,120,120,92,142,178,153,78,60,61,53,44,61,70,92,171,157,159,NA
558,1.4,558-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,13,10,5,10,7,13,15,21,60,56,37,39,41,32,51,46,63,94,83,86,NA
562,0,562-0,NIGER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,1.1,562-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
562,1.2,562-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,35,68,68,41,39,50,52,39,55,57,58,60,48,73,66,74,82,94,123,135,135,152,164,157,192,NA
562,1.3,562-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
562,1.4,562-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
566,0,566-0,NIGERIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,1.1,566-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,1031,1230,1292,1357,1425,1492,1753,2046,2253,2646,2778,3056,5239,5820,6053,6113,3765,4673,4038,4803,6017,5265,..,..,..,NA
566,1.2,566-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,656,822,611,739,776,813,850,887,924,962,1010,1111,1212,1313,1414,1555,715,486,600,..,1255,1889,..,..,..,NA
566,1.3,566-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
566,1.4,566-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
570,0,570-0,NIUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including Niueans residing usually in New Zealand. 2014-2017 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.
570,1.1,570-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.600000000000001,..,..,NA
570,1.2,570-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,2.2000000000000002,1.5,1.8,1.7,1.9,1.9,1.4,2.1,2.7,2.6,2.8,3,3.5,4.7,4.7,6.2,6.1,5,7,7.4,7.7,8.9,9.8000000000000007,..,..,NA
570,1.3,570-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,NA
570,1.4,570-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,NA
807,0,807-0,NORTH MACEDONIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.1,807-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
807,1.2,807-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TCE,147,136,121,157,181,224,99,123,158,165,197,202,230,255,259,262,327,351,400,425,486,510,631,707,758,NA
807,1.3,807-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
807,1.4,807-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
580,0,580-0,NORTHERN MARIANA ISLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air.
580,1.1,580-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,676,736,695,490,502,529,444,476,459,536,507,436,389,397,354,379,341,401,439,460,479,531,660,518,..,NA
580,1.2,580-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,669,728,685,481,493,517,438,466,452,525,498,429,385,388,345,375,336,399,436,455,475.1,526,656,517,..,NA
580,1.3,580-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,7,8,10,9,8,12,6,10,7,11,9,7,4,9,9,4,5,2,3,5,3.4,5,4,1,..,NA
580,1.4,580-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,7,8,10,9,8,12,6,10,7,11,9,7,4,9,9,4,5,2,3,5,3.4,5,4,1,..,NA
578,0,578-0,NORWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ 1995-1997: non-resident tourists staying in registered hotels.
1998-2011: arrivals of non-resident tourists at national borders. Figures are based on ""The Guest survey"" carried out by ""Institute of Transport Economics"". The survey has been discontinued since 2012.
From 2012: non-resident tourists staying in all types of accommodation establishments. Source: Statistics Norway – Accommodation Statistics.
2/ From 2012: Source: The Norweigan Coastal Administration."
578,1.1,578-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,5045,5123,5121,5115,4543,4686,5130,5418,5738,6017,6054,6114,6578,6693,..,..,..,..,..,..,..,..,NA
578,1.2,578-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TCE,2880,2746,2702,3256,3223,3104,3073,3111,3269,3628,3824,4070,4377,4347,4346,4767,4963,4538,4778,4855,5361,5960,6252,5688,5879,NA
578,1.3,578-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,1789,1900,2017,2042,1432,1417,1502,1594,1668,1640,1707,1768,1811,1730,..,..,..,..,..,..,..,..,NA
578,1.4,578-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,2/,NA,..,..,..,643,681,770,804,210,254,302,324,355,332,381,430,411,457,588,620,574,511,659,749,852,901,NA
512,0,512-0,OMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Inbound Tourism Survey.
512,1.1,512-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,1095,1112,1210,1407,1101,1385,1360,1540,1584,1500,1393,1714,1923,2225,2634,3207,3178,3242,..,NA
512,1.2,512-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,279,349,376,424,503,571,829,817,1039,1195,891,1066,1223,1373,1521,1441,1018,1241,1392,1611,1909,2335,2316,2301,..,NA
512,1.3,512-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,266,295,171,212,211,319,136,166,64,59,375,473,531,614,725,872,863,941,..,NA
512,1.4,512-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,257,202,127,148,217,222,193,..,NA
586,0,586-0,PAKISTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,1.1,586-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
586,1.2,586-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,378,369,375,429,432,557,500,498,501,648,798,898,840,823,855,907,1161,966,..,..,..,..,..,..,..,NA
586,1.3,586-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
586,1.4,586-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
585,0,585-0,PALAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Air arrivals (Palau International Airport).
585,1.1,585-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
585,1.2,585-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,53,69,74,64,55,58,54,59,63,89,81,82,88,81,71,85,111,120,108,140,162,138,123,106,..,NA
585,1.3,585-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
585,1.4,585-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
591,0,591-0,PANAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Arrivals of non-resident visitors, Tocúmen International Airport (TIA), Paso Canoa frontier (PCF) and the ports of Cristóbal and Balboa (PCB)."
591,1.1,591-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,VF,417,443,504,529,555,600,737,800,897,1004,1070,1215,1428,1575,1562,1726,2004,2086,2202,2305,2553,2379,2517,2487,..,NA
